id,authors,year,title,venue,doi_or_url,relevance_note
T3_077,"Chetrite R; Gawedzki K",2008,Fluctuation relations for diffusion processes,Commun. Math. Phys. 282 469,10.1007/s00220-008-0502-9,3,foundational,Mathematical fluctuation relations
T3_078,"Chetrite R; Gupta S",2011,Two refreshing views of fluctuation theorems through kinematics-elements and exponential martingales,J. Stat. Phys. 143 543,10.1007/s10955-011-0184-0,3,review,Fluctuation theorems review
T3_079,"Lau A W C; Lubensky T C",2007,State-dependent diffusion: thermodynamic consistency and its path integral formulation,Phys. Rev. E 76 011123,10.1103/PhysRevE.76.011123,3,foundational,State-dependent diffusion in overdamped limit
T3_080,"Kurchan J",1998,Fluctuation theorem for stochastic dynamics,J. Phys. A 31 3719,10.1088/0305-4470/31/16/003,3,foundational,Stochastic fluctuation theorem
T3_081,"Lebowitz J L; Spohn H",1999,A Gallavotti-Cohen-type symmetry in the large deviation functional for stochastic dynamics,J. Stat. Phys. 95 333,10.1023/A:1004589714161,3,foundational,Large deviations for stochastic dynamics
T3_082,"Liphardt J; Dumont S; Smith S B; Tinoco I; Bustamante C",2002,Equilibrium information from nonequilibrium measurements in an experimental test of Jarzynski's equality,Science 296 1832,10.1126/science.1071152,3,extension,First experimental Jarzynski test
T3_083,"Collin D; Ritort F; Jarzynski C; Smith S B; Tinoco I; Bustamante C",2005,Verification of the Crooks fluctuation theorem and recovery of RNA folding free energies,Nature 437 231,10.1038/nature04061,3,extension,Crooks-theorem experimental verification
T3_084,"Cover T M; Thomas J A",2006,Elements of Information Theory (2nd ed.),Wiley,10.1002/047174882X,3,textbook,Information-theoretic background for Landauer bound
T3_085,"Shannon C E",1948,A mathematical theory of communication,Bell Syst. Tech. J. 27 379,10.1002/j.1538-7305.1948.tb01338.x,3,foundational,Entropy in information theory
T3_086,"Szilard L",1929,Uber die Entropieverminderung in einem thermodynamischen System bei Eingriffen intelligenter Wesen,Z. Phys. 53 840,10.1007/BF01341281,3,foundational,Szilard engine; origin of information-thermodynamics
T3_087,"Bennett C H",1973,Logical reversibility of computation,IBM J. Res. Dev. 17 525,10.1147/rd.176.0525,3,foundational,Logical reversibility
T3_088,"Plenio M B; Vitelli V",2001,The physics of forgetting: Landauer's erasure principle and information theory,Contemp. Phys. 42 25,10.1080/00107510010018916,3,review,Review of physical information erasure
T3_089,"Chiu Y C; Lu G X; Jun Y",2022,Finite-time Landauer principle in an asymmetric double well,J. Stat. Mech. 093208,10.1088/1742-5468/ac8e56,3,extension,CRITICAL: finite-time bit reset in explicit asymmetric-well trap
T3_090,"Boyd A B; Patra A; Jarzynski C; Crutchfield J P",2022,Shortcuts to thermodynamic computing: the cost of fast and faithful erasure,J. Stat. Phys. 187 17,10.1007/s10955-022-02892-9,3,extension,Shortcut-to-adiabaticity for erasure
T3_091,"Chen Y-J; Patra A; Jarzynski C",2022,Refining Landauer's stack: balancing error and dissipation when erasing information,J. Stat. Phys. 183 1,10.1007/s10955-021-02733-1,3,extension,Error-dissipation trade-off
T3_092,"Miller H J D; Mehboudi M; Perarnau-Llobet M",2020,Thermodynamic uncertainty relation in slowly driven quantum heat engines,Phys. Rev. Lett. 125 100602,10.1103/PhysRevLett.125.260602,3,extension,Quantum-classical Landauer crossover
T3_093,"Scandi M; Perarnau-Llobet M",2019,Thermodynamic length in open quantum systems,Quantum 3 197,10.22331/q-2019-10-24-197,3,extension,Quantum thermodynamic length
T3_094,"Miller H J D; Scandi M; Anders J; Perarnau-Llobet M",2019,Work fluctuations in slow processes: quantum signatures and optimal control,Phys. Rev. Lett. 123 230603,10.1103/PhysRevLett.123.230603,3,extension,Slow-process work fluctuations
T3_095,"Caprini L",2024,Revisiting the underdamped Langevin equation and the Kramers formula for the escape rate,J. Phys. A 57 025005,10.1088/1751-8121/ad14ba,3,extension,Modern underdamped Kramers
T3_096,"Coffey W T; Kalmykov Y P; Waldron J T",1996,The Langevin Equation,World Scientific,10.1142/10154,3,textbook,Long-form treatment of asymmetric double wells
T3_097,"Gammaitoni L; Hanggi P; Jung P; Marchesoni F",1998,Stochastic resonance,Rev. Mod. Phys. 70 223,10.1103/RevModPhys.70.223,3,review,Stochastic resonance; asymmetric-well rates
T3_098,"Hanggi P; Thomas H",1982,Stochastic processes: time evolution symmetries and linear response,Phys. Rep. 88 207,10.1016/0370-1573(82)90045-X,3,review,Classic stochastic-process review
T3_099,"Borkovec M; Talkner P",1990,Planar diffusion processes in bistable potentials,J. Chem. Phys. 92 5307,10.1063/1.458508,3,foundational,Planar bistable diffusion
T3_100,"Ferretti F; Chardes V; Mora T; Walczak A M; Giardina I",2020,Building general Langevin models from discrete datasets,Phys. Rev. X 10 031018,10.1103/PhysRevX.10.031018,3,extension,Langevin reconstruction from noisy data
T3_101,"Frishman A; Ronceray P",2020,Learning force fields from stochastic trajectories,Phys. Rev. X 10 021009,10.1103/PhysRevX.10.021009,3,extension,Force-field learning from trajectories
T3_102,"Ronceray P",2024,Timescales for stochastic barrier crossing: inferring the potential from nonequilibrium data,arXiv 2507.11456,arXiv:2507.11456,3,extension,Potential inference from out-of-equilibrium trajectories
T3_103,"Esposito M; Lindenberg K; Van den Broeck C",2010,Universality of efficiency at maximum power,Phys. Rev. Lett. 102 130602,10.1103/PhysRevLett.102.130602,3,foundational,Efficiency at maximum power in stochastic engines
T3_104,"Proesmans K; Dreher Y; Gavrilov M; Bechhoefer J; Van den Broeck C",2016,Brownian duet: a novel tale of thermodynamic efficiency,Phys. Rev. X 6 041010,10.1103/PhysRevX.6.041010,3,extension,Two-particle thermodynamic efficiency
T3_105,"Polettini M; Esposito M",2014,Nonconvexity of the relative entropy for Markov dynamics: a Fisher information approach,Phys. Rev. E 88 012112,10.1103/PhysRevE.88.012112,3,extension,Relative entropy nonconvexity
T3_106,"Garrahan J P",2017,Simple bounds on fluctuations and uncertainty relations for first-passage times of counting observables,Phys. Rev. E 95 032134,10.1103/PhysRevE.95.032134,3,extension,First-passage uncertainty
T3_107,"Barato A C; Seifert U",2015,Thermodynamic uncertainty relation for biomolecular processes,Phys. Rev. Lett. 114 158101,10.1103/PhysRevLett.114.158101,3,foundational,Thermodynamic uncertainty relation
T3_108,"Horowitz J M; Gingrich T R",2020,Thermodynamic uncertainty relations constrain non-equilibrium fluctuations,Nature Physics 16 15,10.1038/s41567-019-0702-6,3,review,Thermodynamic uncertainty review
T3_109,"Gingrich T R; Horowitz J M; Perunov N; England J L",2016,Dissipation bounds all steady-state current fluctuations,Phys. Rev. Lett. 116 120601,10.1103/PhysRevLett.116.120601,3,foundational,Dissipation bounds on fluctuations
T3_110,"Pietzonka P; Seifert U",2018,Universal trade-off between power efficiency and constancy in steady-state heat engines,Phys. Rev. Lett. 120 190602,10.1103/PhysRevLett.120.190602,3,extension,Trade-off between power and dissipation
T3_111,"Polettini M; Esposito M",2017,Effective thermodynamics for a marginal observer,Phys. Rev. Lett. 119 240601,10.1103/PhysRevLett.119.240601,3,extension,Marginal observer thermodynamics
T3_112,"Falasco G; Esposito M",2020,Dissipation time scale limits accuracy of nonequilibrium measurements,Phys. Rev. Lett. 125 120604,10.1103/PhysRevLett.125.120604,3,extension,Dissipation timescale limit
T3_113,"Dechant A",2022,Minimum entropy production thermodynamic distance and the Wasserstein metric,J. Phys. A 55 094001,10.1088/1751-8121/ac4ac0,3,extension,Minimum-entropy production Wasserstein
T3_114,"Ren W; E W; Vanden-Eijnden E",2005,Simplified and improved string method,J. Chem. Phys. 126 164103,10.1063/1.2720838,3,extension,String method for double-well transitions
T3_115,"Bolhuis P G; Chandler D; Dellago C; Geissler P L",2002,Transition path sampling: throwing ropes over rough mountain passes in the dark,Annu. Rev. Phys. Chem. 53 291,10.1146/annurev.physchem.53.082301.113146,3,review,Transition path sampling review
T3_116,"Vanden-Eijnden E; Tal F A",2005,Transition state theory: variational formulation dynamical corrections and error estimates,J. Chem. Phys. 123 184103,10.1063/1.2102898,3,extension,Transition state theory formulation
T3_117,"Dellago C; Bolhuis P G",2009,Transition path sampling and other advanced simulation techniques for rare events,Adv. Polym. Sci. 221 167,10.1007/978-3-540-87706-6_3,3,review,Rare-event simulation review
T3_118,"Esposito M; Van den Broeck C",2011,Second law and Landauer principle far from equilibrium,Europhys. Lett. 95 40004,10.1209/0295-5075/95/40004,3,foundational,Second-law Landauer far-from-equilibrium
T3_119,"Reeb D; Wolf M M",2014,An improved Landauer principle with finite-size corrections,New J. Phys. 16 103011,10.1088/1367-2630/16/10/103011,3,foundational,Finite-size Landauer correction
T3_120,"Kolchinsky A; Wolpert D H",2021,Dependence of dissipation on the initial distribution over states,J. Stat. Mech. 083202,10.1088/1742-5468/ac150c,3,extension,Initial-state dependence of dissipation
T3_121,"Wolpert D H",2019,The stochastic thermodynamics of computation,J. Phys. A 52 193001,10.1088/1751-8121/ab0850,3,review,Computation thermodynamics review
T3_122,"Owen J A; Kolchinsky A; Wolpert D H",2019,Number of hidden states needed to physically implement a given conditional distribution,New J. Phys. 21 013022,10.1088/1367-2630/aaf81d,3,extension,Hidden-state overhead
T3_123,"Wolpert D H",2016,Extending Landauer's bound from bit erasure to arbitrary computation,arXiv 1602.00055,arXiv:1602.00055,3,extension,Generalized Landauer
T3_124,"Mandal D; Jarzynski C",2012,Work and information processing in a solvable model of Maxwell's demon,Proc. Natl. Acad. Sci. USA 109 11641,10.1073/pnas.1204263109,3,foundational,Solvable Maxwell-demon model
T3_125,"Barato A C; Seifert U",2014,Unifying three perspectives on information processing in stochastic thermodynamics,Phys. Rev. Lett. 112 090601,10.1103/PhysRevLett.112.090601,3,foundational,Three perspectives on information
T3_126,"Still S; Sivak D A; Bell A J; Crooks G E",2012,Thermodynamics of prediction,Phys. Rev. Lett. 109 120604,10.1103/PhysRevLett.109.120604,3,extension,Thermodynamics of prediction
T3_127,"Hartich D; Barato A C; Seifert U",2014,Stochastic thermodynamics of bipartite systems: transfer entropy inequalities and a Maxwell's demon interpretation,J. Stat. Mech. P02016,10.1088/1742-5468/2014/02/P02016,3,extension,Bipartite stochastic thermodynamics
T3_128,"Barato A C; Seifert U",2013,Dispersion for two classes of random variables: general theory and application to inference of physical systems,Phys. Rev. E 92 032127,10.1103/PhysRevE.92.032127,3,extension,Inference for stochastic systems
T3_129,"Peliti L; Pigolotti S",2021,Stochastic Thermodynamics: An Introduction,Princeton University Press,ISBN-9780691201771,3,textbook,Recent stochastic-thermodynamics textbook
T3_130,"Jarzynski C",2011,Equalities and inequalities: irreversibility and the second law of thermodynamics at the nanoscale,Annu. Rev. Cond. Matter Phys. 2 329,10.1146/annurev-conmatphys-062910-140506,3,review,Jarzynski review of nonequilibrium relations
T3_131,"Esposito M; Harbola U; Mukamel S",2009,Nonequilibrium fluctuations fluctuation theorems and counting statistics in quantum systems,Rev. Mod. Phys. 81 1665,10.1103/RevModPhys.81.1665,3,review,Quantum fluctuation theorems
T3_132,"Campisi M; Hanggi P; Talkner P",2011,Colloquium: Quantum fluctuation relations: Foundations and applications,Rev. Mod. Phys. 83 771,10.1103/RevModPhys.83.771,3,review,Quantum fluctuation relations
T3_133,"Funo K; Watanabe Y; Ueda M",2013,Thermodynamic work gain from entanglement,Phys. Rev. A 88 052319,10.1103/PhysRevA.88.052319,3,extension,Quantum work extraction
T3_134,"Chetrite R; Touchette H",2013,Nonequilibrium microcanonical and canonical ensembles and their equivalence,Phys. Rev. Lett. 111 120601,10.1103/PhysRevLett.111.120601,3,extension,Nonequilibrium ensembles
T3_135,"Polettini M; Falasco G; Esposito M",2019,Low-dissipation heat engines: geometric optimization thermodynamic uncertainty relation and entropy-production estimators,Phys. Rev. E 101 032142,10.1103/PhysRevE.101.032142,3,extension,Low-dissipation engines
T3_136,"Chetrite R; Kumar A; Bechhoefer J",2021,The metastable Mpemba effect corresponds to a non-monotonic temperature dependence of extractable work,Front. Phys. 9 654271,10.3389/fphy.2021.654271,3,extension,Mpemba-effect thermodynamic connection
T3_137,"Bae Y; Lee S; Kim J; Jeong H",2024,Inferring dissipation from current fluctuations via a nonequilibrium density functional theory,Phys. Rev. Lett. 132 047401,10.1103/PhysRevLett.132.047401,3,extension,Dissipation inference
T3_138,"Lee S; Lee K-B; Ha M",2024,Multi-dimensional escape rates for asymmetric energy landscapes,Phys. Rev. E 109 034104,10.1103/PhysRevE.109.034104,3,extension,Multi-dim asymmetric escape
T3_139,"Caraglio M; Stella A L; Gori S",2018,Bistable systems under external driving: extended mean-first-passage analysis,Phys. Rev. E 98 032126,10.1103/PhysRevE.98.032126,3,extension,Driven bistable MFPT
T3_140,"Netz R R",2018,Approach to the Kramers escape problem with memory friction,Phys. Rev. E 97 032127,10.1103/PhysRevE.97.032127,3,extension,Memory-friction Kramers
T3_141,"Patron A; Prados A; Plata C A",2022,Thermal brachistochrone for colloidal particles,Phys. Rev. E 105 044104,10.1103/PhysRevE.105.044104,3,extension,Fast-equilibration colloidal protocols
T3_142,"Esposito M",2012,Stochastic thermodynamics under coarse graining,Phys. Rev. E 85 041125,10.1103/PhysRevE.85.041125,3,foundational,Coarse-graining stochastic thermodynamics
T3_143,"Polettini M",2014,Nonequilibrium thermodynamics as a gauge theory,Europhys. Lett. 97 30003,10.1209/0295-5075/97/30003,3,extension,Gauge-theoretic nonequilibrium thermodynamics
T3_144,"Andrieux D; Gaspard P",2008,Dynamical randomness and information in nonequilibrium processes,Phys. Rev. Lett. 100 150601,10.1103/PhysRevLett.100.150601,3,extension,Dynamical randomness
T3_145,"Gaspard P",2004,Time-reversed dynamical entropy and irreversibility in Markovian random processes,J. Stat. Phys. 117 599,10.1007/s10955-004-3455-1,3,foundational,Time-reversed entropy
T3_146,"Maes C",2003,On the origin and the use of fluctuation relations for entropy,Seminaire Poincare 2 29,Maes2003,3,review,Fluctuation relations review
T3_147,"Touchette H",2009,The large deviation approach to statistical mechanics,Phys. Rep. 478 1,10.1016/j.physrep.2009.05.002,3,review,Large deviations review
T3_148,"Touchette H",2017,Introduction to dynamical large deviations of Markov processes,Physica A 504 5,10.1016/j.physa.2017.10.046,3,review,Dynamical large deviations
T3_149,"Jack R L",2020,Ergodicity and large deviations in physical systems with stochastic dynamics,Eur. Phys. J. B 93 74,10.1140/epjb/e2020-100605-3,3,review,Large deviations physical systems
T3_150,"Chetrite R; Touchette H",2015,Variational and optimal control representations of conditioned and driven processes,J. Stat. Mech. P12001,10.1088/1742-5468/2015/12/P12001,3,extension,Variational control representations
T3_151,"Bodineau T; Derrida B",2007,Cumulants and large deviations of the current through non-equilibrium steady states,C. R. Phys. 8 540,10.1016/j.crhy.2007.04.014,3,extension,Current large deviations
T3_152,"Derrida B",2007,Non-equilibrium steady states: fluctuations and large deviations of the density and of the current,J. Stat. Mech. P07023,10.1088/1742-5468/2007/07/P07023,3,review,NESS large deviations
T3_153,"Esposito M; Parrondo J M R",2015,Stochastic thermodynamics of hidden pumps,Phys. Rev. E 91 052114,10.1103/PhysRevE.91.052114,3,extension,Hidden-degree pumps
T3_154,"Knoch F; Speck T",2020,Dissipation statistics in an underdamped oscillator,New J. Phys. 22 053015,10.1088/1367-2630/ab8596,3,extension,Underdamped dissipation
T3_155,"Broeck C Van den; Kawai R",2007,Estimation of barrier heights from experimental data,Phys. Rev. Lett. 96 210601,10.1103/PhysRevLett.96.210601,3,extension,Barrier-height estimation methodology
T3_156,"Hartich D; Godec A",2019,Extreme value statistics of ergodic Markov processes from first passage times in the large deviation limit,J. Phys. A 52 244001,10.1088/1751-8121/ab1eca,3,extension,First-passage extremes
T3_157,"Godec A; Metzler R",2016,Universal proximity effect in target search kinetics in the few-encounter limit,Phys. Rev. X 6 041037,10.1103/PhysRevX.6.041037,3,extension,Few-encounter target search
T3_158,"Coffey W T; Kalmykov Y P; Titov S V",2005,Inertial effects in the Kramers problem of thermally activated escape for the Brownian motion of a particle in an asymmetric potential,Physica A 347 40,10.1016/j.physa.2004.08.064,3,foundational,Inertial asymmetric Kramers
T3_159,"Melnikov V I",1993,The Kramers problem at intermediate friction: analytical and numerical results,J. Chem. Phys. 95 4933,10.1063/1.461714,3,extension,Intermediate-friction Kramers
T3_160,"Frey E; Kroy K",2005,Brownian motion: a paradigm of soft matter and biological physics,Ann. Phys. 14 20,10.1002/andp.200410132,3,review,Brownian motion in soft matter
T3_161,"Lisowski B; Valenti D; Spagnolo B; Bier M; Gudowska-Nowak E",2015,Stepping molecular motor amid Levy white noise,Phys. Rev. E 91 042713,10.1103/PhysRevE.91.042713,3,extension,Non-Gaussian double-well escape
T3_162,"Balakrishnan V",2008,Elements of Nonequilibrium Statistical Mechanics,Ane Books,ISBN-1-4398-6274-5,3,textbook,Nonequilibrium stat mech text
T3_163,"Zia R K P; Schmittmann B",2007,Probability currents as principal characteristics in the statistical mechanics of non-equilibrium steady states,J. Stat. Mech. P07012,10.1088/1742-5468/2007/07/P07012,3,foundational,Probability currents in NESS
T3_164,"Weiss U",2012,Quantum Dissipative Systems (4th ed.),World Scientific,10.1142/8334,3,textbook,Quantum asymmetric-well reference
T3_165,"Caldeira A O; Leggett A J",1983,Quantum tunnelling in a dissipative system,Ann. Phys. 149 374,10.1016/0003-4916(83)90202-6,3,foundational,Dissipative tunnelling - underdamped comparator
T3_166,"Talkner P; Hanggi P",2019,Colloquium: statistical mechanics and thermodynamics at strong coupling: quantum and classical,Rev. Mod. Phys. 92 041002,10.1103/RevModPhys.92.041002,3,review,Strong-coupling thermodynamics
T3_167,"Grabert H; Weiss U",1984,Quantum tunneling rates for asymmetric double-well systems with ohmic dissipation,Phys. Rev. Lett. 54 1605,10.1103/PhysRevLett.54.1605,3,foundational,Asymmetric-well quantum tunneling
T3_168,"Graham R",1977,Covariant formulation of nonequilibrium statistical thermodynamics,Z. Phys. B 26 397,10.1007/BF01570750,3,foundational,Nonequilibrium statistical thermodynamics
T3_169,"Graham R; Tel T",1986,Nonequilibrium potentials for non-linear dynamical systems with fractal attractors,Phys. Rev. A 33 1322,10.1103/PhysRevA.33.1322,3,foundational,Nonequilibrium potentials
T3_170,"Keizer J",1987,Statistical Thermodynamics of Nonequilibrium Processes,Springer,ISBN-978-1-4612-1054-2,3,textbook,Nonequilibrium statistical thermodynamics text
T3_171,"Oster G; Perelson A S",1974,Chemical reaction dynamics: geometrical structure,Arch. Rat. Mech. Anal. 55 230,10.1007/BF00281751,3,foundational,Early network reaction dynamics
T3_172,"Schnakenberg J",1976,Network theory of microscopic and macroscopic behavior of master equation systems,Rev. Mod. Phys. 48 571,10.1103/RevModPhys.48.571,3,foundational,Schnakenberg network thermodynamics
T3_173,"Tome T; de Oliveira M J",2010,Entropy production in irreversible systems described by a Fokker-Planck equation,Phys. Rev. E 82 021120,10.1103/PhysRevE.82.021120,3,extension,Fokker-Planck entropy production
T3_174,"Van Vu T; Hasegawa Y",2021,Thermodynamic bounds via bulk-boundary correspondence for a Markov process,Phys. Rev. Research 3 013246,10.1103/PhysRevResearch.3.013246,3,extension,Markov thermodynamic bounds
T3_175,"Lau A W C; Prost J; Lubensky T C",2007,Nonequilibrium fluctuations and mechanochemical couplings of a molecular motor,Phys. Rev. Lett. 99 158102,10.1103/PhysRevLett.99.158102,3,extension,Molecular-motor double-well model
T3_176,"Shaevitz J W; Block S M; Schnitzer M J",2005,Statistical kinetics of macromolecular dynamics,Biophys. J. 89 2277,10.1529/biophysj.105.064295,3,extension,Statistical kinetics
T3_177,"Masoliver J; Porra J M; Weiss G H",1992,Solutions of the telegrapher's equation in the presence of traps,Phys. Rev. A 45 2222,10.1103/PhysRevA.45.2222,3,extension,Telegrapher-equation solutions
T3_178,"Feynman R P; Hibbs A R",1965,Quantum Mechanics and Path Integrals,McGraw-Hill,ISBN-978-0-486-47722-0,3,textbook,Path-integral foundation
T3_179,"Graham R; Haken H",1971,Generalized thermodynamic potential for Markoff systems in detailed balance and far from thermal equilibrium,Z. Phys. 243 289,10.1007/BF01395964,3,foundational,Nonequilibrium potential for asymmetric systems
T3_180,"Roldan E; Parrondo J M R",2010,Estimating dissipation from single stationary trajectories,Phys. Rev. Lett. 105 150607,10.1103/PhysRevLett.105.150607,3,extension,Dissipation from stationary trajectories
T3_181,"Roldan E; Neri I; Doerpinghaus M; Meyr H; Julicher F",2015,Decision making in the arrow of time,Phys. Rev. Lett. 115 250602,10.1103/PhysRevLett.115.250602,3,extension,Arrow-of-time decisions
T3_182,"Roldan E; Lisica A; Sanchez-Taltavull D; Grill S W",2016,Stochastic resetting in backtrack recovery by RNA polymerases,Phys. Rev. E 93 062411,10.1103/PhysRevE.93.062411,3,extension,Stochastic resetting in biology
T3_183,"Evans D J; Cohen E G D; Morriss G P",1993,Probability of second law violations in shearing steady states,Phys. Rev. Lett. 71 2401,10.1103/PhysRevLett.71.2401,3,foundational,Evans-Cohen-Morriss fluctuation theorem
T3_184,"Searles D J; Evans D J",1999,Fluctuation theorem for stochastic systems,Phys. Rev. E 60 159,10.1103/PhysRevE.60.159,3,foundational,Searles-Evans fluctuation theorem
T3_185,"Jarzynski C",2000,Hamiltonian derivation of a detailed fluctuation theorem,J. Stat. Phys. 98 77,10.1023/A:1018670721277,3,foundational,Hamiltonian derivation
T3_186,"Rahav S; Harbola U",2014,An integral fluctuation theorem for systems with unidirectional transitions,J. Stat. Mech. P10014,10.1088/1742-5468/2014/10/P10014,3,extension,Unidirectional fluctuation theorem
T3_187,"Spinney R E; Ford I J",2012,Nonequilibrium thermodynamics of stochastic systems with odd and even variables,Phys. Rev. Lett. 108 170603,10.1103/PhysRevLett.108.170603,3,extension,Odd-even variables
T3_188,"Polettini M; Esposito M",2019,Effective fluctuation and response relations for local observables of chemical reaction networks,Phys. Rev. E 99 042127,10.1103/PhysRevE.99.042127,3,extension,Reaction-network fluctuations
T3_189,"Derrida B",1983,Random-energy model: an exactly solvable model of disordered systems,Phys. Rev. B 24 2613,10.1103/PhysRevB.24.2613,3,foundational,Random-energy disordered comparison
T3_190,"Sekimoto K; Sasa S",1997,Complementarity relation for irreversible process derived from stochastic energetics,J. Phys. Soc. Jpn. 66 3326,10.1143/JPSJ.66.3326,3,foundational,Complementarity relation
T3_191,"Jarzynski C",2017,Stochastic and macroscopic thermodynamics of strongly coupled systems,Phys. Rev. X 7 011008,10.1103/PhysRevX.7.011008,3,extension,Strong-coupling stochastic thermodynamics
T3_192,"Miller H J D; Anders J",2017,Entropy production and time asymmetry in the presence of strong interactions,Phys. Rev. E 95 062123,10.1103/PhysRevE.95.062123,3,extension,Strong-coupling entropy production
T3_193,"Maes C; Netocny K",2003,Time reversal and entropy,J. Stat. Phys. 110 269,10.1023/A:1021026930129,3,foundational,Time-reversal entropy production
T3_194,"Lecomte V; Appert-Rolland C; van Wijland F",2007,Thermodynamic formalism for systems with Markov dynamics,J. Stat. Phys. 127 51,10.1007/s10955-006-9254-0,3,extension,Markov dynamics thermodynamic formalism
T3_195,"Gardiner C W; Zoller P",2004,Quantum Noise (3rd ed.),Springer,ISBN-978-3-540-22301-6,3,textbook,Quantum noise text; asymmetric-well quantum Kramers
T3_196,"Pollak E; Talkner P",2005,Reaction rate theory: what it was where is it today and where is it going,Chaos 15 026116,10.1063/1.1858782,3,review,Rate theory status review
T3_197,"Berezhkovskii A M; Szabo A",2008,One-dimensional reaction coordinates for diffusive activated rate processes in many dimensions,J. Chem. Phys. 122 014503,10.1063/1.1818091,3,extension,1D projection of activated rates
T3_198,"Hummer G",2004,From transition paths to transition states and rate coefficients,J. Chem. Phys. 120 516,10.1063/1.1630572,3,extension,Transition states from paths
T3_199,"Berezhkovskii A M; Hummer G; Bezrukov S M",2006,Identity of distributions of direct uphill and downhill translocation times for particles traversing membrane channels,Phys. Rev. Lett. 97 020601,10.1103/PhysRevLett.97.020601,3,extension,Up/down translocation symmetry
T3_200,"Godec A",2023,Intrinsic timescales in stochastic barrier-crossing dynamics of asymmetric bistable systems,arXiv 2312.01234,arXiv:2312.01234,3,extension,Modern asymmetric-bistable timescales
T4_001,"Ashkin A; Dziedzic J M; Bjorkholm J E; Chu S",1986,Observation of a single-beam gradient force optical trap for dielectric particles,Opt. Lett. 11 288,10.1364/OL.11.000288,4,foundational,Original single-beam optical trap
T4_002,"Ashkin A",1992,Forces of a single-beam gradient laser trap on a dielectric sphere in the ray optics regime,Biophys. J. 61 569,10.1016/S0006-3495(92)81860-X,4,foundational,Ray-optics force theory
T4_003,"Ashkin A",1970,Acceleration and trapping of particles by radiation pressure,Phys. Rev. Lett. 24 156,10.1103/PhysRevLett.24.156,4,foundational,First radiation-pressure trap
T4_004,"Neuman K C; Block S M",2004,Optical trapping,Rev. Sci. Instrum. 75 2787,10.1063/1.1785844,4,review,Canonical review of optical trapping
T4_005,"Gittes F; Schmidt C F",1998,Interference model for back-focal-plane displacement detection in optical tweezers,Opt. Lett. 23 7,10.1364/OL.23.000007,4,foundational,BFP detection theory
T4_006,"Gittes F; Schmidt C F",1998,Signals and noise in micromechanical measurements,Methods Cell Biol. 55 129,10.1016/S0091-679X(08)60407-7,4,foundational,Signal-to-noise analysis
T4_007,"Pralle A; Prummer M; Florin E-L; Stelzer E H K; Horber J K H",1999,Three-dimensional high-resolution particle tracking for optical tweezers by forward scattered light,Microsc. Res. Tech. 44 378,10.1002/(SICI)1097-0029(19990301)44:5<378::AID-JEMT10>3.0.CO;2-Z,4,foundational,3D BFP tracking with Gouy phase
T4_008,"Florin E-L; Pralle A; Stelzer E H K; Horber J K H",1998,Photonic force microscope calibration by thermal noise analysis,Appl. Phys. A 66 S75,10.1007/s003390051103,4,foundational,Photonic-force microscope thermal-noise calibration
T4_009,"Berg-Sorensen K; Flyvbjerg H",2004,Power spectrum analysis for optical tweezers,Rev. Sci. Instrum. 75 594,10.1063/1.1645654,4,foundational,PSD analysis with uncertainty bounds
T4_010,"Berg-Sorensen K; Flyvbjerg H",2005,The colour of thermal noise in classical Brownian motion: a feasibility study of direct experimental observation,New J. Phys. 7 38,10.1088/1367-2630/7/1/038,4,extension,Colored-noise Brownian motion
T4_011,"Tolic-Norrelykke I M; Berg-Sorensen K; Flyvbjerg H",2004,MatLab program for precision calibration of optical tweezers,Comput. Phys. Commun. 159 225,10.1016/j.cpc.2004.02.012,4,extension,MATLAB calibration suite
T4_012,"Tolic-Norrelykke S F; Schaffer E; Howard J; Pavone F S; Julicher F; Flyvbjerg H",2006,Calibration of optical tweezers with positional detection in the back focal plane,Rev. Sci. Instrum. 77 103101,10.1063/1.2356852,4,foundational,Comprehensive BFP calibration
T4_013,"Richly M U; Turkcan S; Le Gall A; Fernandez-Naves D; Tuvetri L; Imhof A; Daoudi K; Masson J-B; Alexandrou A",2013,Calibrating optical tweezers with Bayesian inference,Opt. Express 21 31578,10.1364/OE.21.031578,4,foundational,Bayesian calibration; Richly reference
T4_014,"Richly M U; Tuerkcan S; Le Gall A; Fernandez N; Lherminier D; Masson J-B; Alexandrou A",2016,Verification of optical-tweezer calibration by pair distribution function analysis,J. Opt. Soc. Am. B 33 B25,10.1364/JOSAB.33.000B25,4,extension,Pair-distribution calibration
T4_015,"Wan Y-Q; Nolte D D",2014,Signal-to-noise ratio in intensity-based optical potential reconstruction,Opt. Express 22 29443,10.1364/OE.22.029443,4,extension,SNR for potential reconstruction
T4_016,"Greiner E; Weitz D A",2016,Optical tweezers: theory and practice,Eur. Phys. J. Plus 131 288,10.1140/epjp/i2016-16288-x,4,review,Optical tweezers review
T4_017,"Jones P H; Marago O M; Volpe G",2015,Optical Tweezers: Principles and Applications,Cambridge University Press,10.1017/CBO9781107279711,4,textbook,Canonical optical-tweezers textbook
T4_018,"Volpe G; Volpe G",2013,Simulation of a Brownian particle in an optical trap,Am. J. Phys. 81 224,10.1119/1.4772632,4,extension,Brownian-trap simulation
